2012.0,WE,NEW ZEALAND,1
2012.0,WE,NORWAY,1
2012.0,WE,PEOPLE'S REPUBLIC OF CHINA,1
2012.0,WE,POLAND,3
2012.0,WE,RUSSIAN FEDERATION,3
2012.0,WE,SOUTH AFRICA,1
2012.0,WE,SWEDEN,1
2012.0,WE,SWITZERLAND,1
2012.0,WE,THAILAND,1
2012.0,WE,UKRAINE,1
2012.0,WE,UNITED STATES OF AMERICA,10
2013.0,ME,AUSTRALIA,5
2013.0,ME,BELGIUM,9
2013.0,ME,CANADA,1
2013.0,ME,COLOMBIA,4
2013.0,ME,CZECH REPUBLIC,2
2013.0,ME,DENMARK,1
2013.0,ME,ESTONIA,1
2013.0,ME,FRANCE,10
2013.0,ME,GERMANY,5
2013.0,ME,GREAT BRITAIN,5
2013.0,ME,IRELAND,2
2013.0,ME,ITALY,15
2013.0,ME,NETHERLANDS,8
2013.0,ME,NORWAY,3
2013.0,ME,POLAND,3
2013.0,ME,PORTUGAL,1
2013.0,ME,SLOVAKIA,1
2013.0,ME,SLOVENIA,2
2013.0,ME,SOUTH AFRICA,1
2013.0,ME,SPAIN,13
2013.0,ME,SWITZERLAND,2
2013.0,ME,UKRAINE,1
2013.0,ME,UNITED STATES OF AMERICA,5
2013.0,WE,AUSTRALIA,8
2013.0,WE,BELARUS,1
2013.0,WE,BELGIUM,5
2013.0,WE,BRAZIL,2
2013.0,WE,CANADA,2
2013.0,WE,CHINESE TAIPEI,2
2013.0,WE,COLOMBIA,3
2013.0,WE,CUBA,2
2013.0,WE,EL SALVADOR,1
2013.0,WE,FRANCE,5
2013.0,WE,GERMANY,4
2013.0,WE,GREAT BRITAIN,4
2013.0,WE,ITALY,13
2013.0,WE,LITHUANIA,1
2013.0,WE,LUXEMBOURG,1
2013.0,WE,MEXICO,1
2013.0,WE,NETHERLANDS,15
2013.0,WE,NEW ZEALAND,3
2013.0,WE,NORWAY,1
2013.0,WE,POLAND,2
2013.0,WE,RUSSIAN FEDERATION,8
2013.0,WE,SOUTH AFRICA,1
2013.0,WE,SWEDEN,3
2013.0,WE,UKRAINE,3
2013.0,WE,UNITED STATES OF AMERICA,8
2013.0,WE,VIETNAM,1
2014.0,ME,AUSTRALIA,6
2014.0,ME,BELGIUM,8
2014.0,ME,CANADA,1
2014.0,ME,COLOMBIA,5
2014.0,ME,COSTA RICA,1
2014.0,ME,CROATIA,1
2014.0,ME,CZECH REPUBLIC,2
2014.0,ME,DENMARK,1
2014.0,ME,FRANCE,13
2014.0,ME,GERMANY,5
2014.0,ME,GREAT BRITAIN,5
2014.0,ME,IRELAND,2
2014.0,ME,ITALY,10
2014.0,ME,LITHUANIA,1
2014.0,ME,LUXEMBOURG,1
2014.0,ME,NETHERLANDS,9
2014.0,ME,NORWAY,1
2014.0,ME,POLAND,3
2014.0,ME,PORTUGAL,1
2014.0,ME,RUSSIAN FEDERATION,2
2014.0,ME,SLOVAKIA,1
2014.0,ME,SLOVENIA,2
2014.0,ME,SOUTH AFRICA,1
2014.0,ME,SPAIN,11
2014.0,ME,SWITZERLAND,3
2014.0,ME,UKRAINE,1
2014.0,ME,UNITED STATES OF AMERICA,3
2014.0,WE,AUSTRALIA,6
2014.0,WE,AUSTRIA,1
2014.0,WE,BELARUS,1
2014.0,WE,BELGIUM,7
2014.0,WE,BOLIVARIAN REPUBLIC OF VENEZUELA,1
2014.0,WE,BRAZIL,1
2014.0,WE,CANADA,5
2014.0,WE,CHINESE TAIPEI,1
2014.0,WE,COLOMBIA,1
2014.0,WE,CUBA,1
2014.0,WE,CZECH REPUBLIC,1
2014.0,WE,FINLAND,1
2014.0,WE,FRANCE,7
2014.0,WE,GERMANY,5
2014.0,WE,GREAT BRITAIN,4
2014.0,WE,"HONG KONG, CHINA",2
2014.0,WE,ITALY,10
2014.0,WE,LUXEMBOURG,1
2014.0,WE,NETHERLANDS,14
2014.0,WE,NEW ZEALAND,2
2014.0,WE,NORWAY,2
2014.0,WE,POLAND,4
2014.0,WE,RUSSIAN FEDERATION,6
2014.0,WE,SOUTH AFRICA,1
2014.0,WE,SWEDEN,2
2014.0,WE,SWITZERLAND,1
2014.0,WE,THAILAND,1
2014.0,WE,UKRAINE,2
2014.0,WE,UNITED STATES OF AMERICA,9
2015.0,ME,AUSTRALIA,4
2015.0,ME,BELARUS,1
2015.0,ME,BELGIUM,18
2015.0,ME,CANADA,1
2015.0,ME,COLOMBIA,4
2015.0,ME,COSTA RICA,1
2015.0,ME,CZECH REPUBLIC,3
2015.0,ME,DENMARK,2
2015.0,ME,ESTONIA,1
2015.0,ME,FRANCE,7
2015.0,ME,GERMANY,2
2015.0,ME,GREAT BRITAIN,5
2015.0,ME,IRELAND,1
2015.0,ME,ITALY,16
2015.0,ME,LITHUANIA,1
2015.0,ME,NETHERLANDS,9
2015.0,ME,NORWAY,2
2015.0,ME,POLAND,3
2015.0,ME,PORTUGAL,1
2015.0,ME,RUSSIAN FEDERATION,1
2015.0,ME,SLOVAKIA,1
2015.0,ME,SLOVENIA,3
2015.0,ME,SOUTH AFRICA,1
2015.0,ME,SPAIN,9
2015.0,ME,SWITZERLAND,1
2015.0,ME,UNITED STATES OF AMERICA,2
2015.0,WE,AUSTRALIA,9
2015.0,WE,AUSTRIA,1
2015.0,WE,BELARUS,1
2015.0,WE,BELGIUM,4
2015.0,WE,BOLIVARIAN REPUBLIC OF VENEZUELA,2
2015.0,WE,BRAZIL,1
2015.0,WE,CANADA,4
2015.0,WE,CHINESE TAIPEI,1
2015.0,WE,CUBA,1
2015.0,WE,FINLAND,1
2015.0,WE,FRANCE,7
2015.0,WE,GERMANY,3
2015.0,WE,GREAT BRITAIN,3
2015.0,WE,"HONG KONG, CHINA",1
2015.0,WE,ITALY,10
2015.0,WE,JAPAN,1
2015.0,WE,LUXEMBOURG,1
2015.0,WE,NETHERLANDS,15
2015.0,WE,NEW ZEALAND,2
2015.0,WE,NORWAY,1
2015.0,WE,POLAND,3
2015.0,WE,RUSSIAN FEDERATION,4
2015.0,WE,SLOVENIA,1
2015.0,WE,SOUTH AFRICA,4
2015.0,WE,SPAIN,1
2015.0,WE,SWEDEN,2
2015.0,WE,SWITZERLAND,1
2015.0,WE,UKRAINE,2
2015.0,WE,UNITED STATES OF AMERICA,13
2016.0,ME,AUSTRALIA,5
2016.0,ME,BELGIUM,14
2016.0,ME,COLOMBIA,8
2016.0,ME,CZECH REPUBLIC,3
2016.0,ME,DENMARK,3
2016.0,ME,ESTONIA,1
2016.0,ME,FRANCE,12
2016.0,ME,GERMANY,3
2016.0,ME,GREAT BRITAIN,6
2016.0,ME,IRELAND,2
2016.0,ME,ITALY,14
2016.0,ME,LUXEMBOURG,1
2016.0,ME,NETHERLANDS,7
2016.0,ME,NORWAY,2
2016.0,ME,POLAND,2
2016.0,ME,PORTUGAL,1
2016.0,ME,RUSSIAN FEDERATION,1
2016.0,ME,SLOVAKIA,1
2016.0,ME,SOUTH AFRICA,1
2016.0,ME,SPAIN,8
2016.0,ME,SWITZERLAND,3
2016.0,ME,UNITED STATES OF AMERICA,2
2016.0,WE,AUSTRALIA,10
2016.0,WE,AZERBAIJAN,1
2016.0,WE,BELARUS,1
2016.0,WE,BELGIUM,3
2016.0,WE,BRAZIL,1
2016.0,WE,CANADA,5
2016.0,WE,CHINESE TAIPEI,1
2016.0,WE,CROATIA,1
2016.0,WE,CUBA,2
2016.0,WE,CYPRUS,1
2016.0,WE,DENMARK,2
2016.0,WE,FINLAND,1
2016.0,WE,FRANCE,4
2016.0,WE,GERMANY,4
2016.0,WE,GREAT BRITAIN,3
2016.0,WE,ISRAEL,1
2016.0,WE,ITALY,10
2016.0,WE,JAPAN,1
2016.0,WE,LITHUANIA,2
2016.0,WE,LUXEMBOURG,1
2016.0,WE,MEXICO,1
2016.0,WE,NETHERLANDS,14
2016.0,WE,NEW ZEALAND,1
2016.0,WE,NORWAY,2
2016.0,WE,POLAND,4
2016.0,WE,RUSSIAN FEDERATION,1
2016.0,WE,SOUTH AFRICA,1
2016.0,WE,SPAIN,2
2016.0,WE,SWEDEN,3
2016.0,WE,SWITZERLAND,1
2016.0,WE,THAILAND,1
2016.0,WE,UKRAINE,2
2016.0,WE,UNITED STATES OF AMERICA,12
2017.0,ME,AUSTRALIA,6
2017.0,ME,BELGIUM,14
2017.0,ME,CANADA,1
2017.0,ME,COLOMBIA,7
2017.0,ME,CZECH REPUBLIC,2
2017.0,ME,DENMARK,1
2017.0,ME,FRANCE,13
2017.0,ME,GERMANY,3
2017.0,ME,GREAT BRITAIN,4
2017.0,ME,IRELAND,3
2017.0,ME,ITALY,15
2017.0,ME,KAZAKHSTAN,1
2017.0,ME,LUXEMBOURG,2
2017.0,ME,NETHERLANDS,8
2017.0,ME,NORWAY,2
2017.0,ME,POLAND,2
2017.0,ME,PORTUGAL,1
2017.0,ME,RUSSIAN FEDERATION,1
2017.0,ME,SLOVAKIA,1
2017.0,ME,SLOVENIA,2
2017.0,ME,SOUTH AFRICA,1
2017.0,ME,SPAIN,7
2017.0,ME,SWITZERLAND,2
2017.0,ME,UNITED STATES OF AMERICA,1
2017.0,WE,AUSTRALIA,10
2017.0,WE,BELARUS,1
2017.0,WE,BELGIUM,3
2017.0,WE,CANADA,4
2017.0,WE,CHILE,1
2017.0,WE,CROATIA,1
2017.0,WE,CUBA,1
2017.0,WE,CZECH REPUBLIC,1
2017.0,WE,DENMARK,4
2017.0,WE,FINLAND,1
2017.0,WE,FRANCE,4
2017.0,WE,GERMANY,5
2017.0,WE,GREAT BRITAIN,5
2017.0,WE,ITALY,11
2017.0,WE,LITHUANIA,1
2017.0,WE,LUXEMBOURG,1
2017.0,WE,MEXICO,1
2017.0,WE,NETHERLANDS,18
2017.0,WE,NEW ZEALAND,1
2017.0,WE,NORWAY,3
2017.0,WE,POLAND,2
2017.0,WE,RUSSIAN FEDERATION,2
2017.0,WE,SERBIA,1
2017.0,WE,SLOVENIA,1
2017.0,WE,SOUTH AFRICA,1
2017.0,WE,SPAIN,2
2017.0,WE,SWEDEN,2
2017.0,WE,THAILAND,1
2017.0,WE,UNITED STATES OF AMERICA,10
2017.0,WE,VIETNAM,1
2018.0,ME,AUSTRALIA,5
2018.0,ME,AUSTRIA,1
2018.0,ME,BELGIUM,14
2018.0,ME,CANADA,1
2018.0,ME,COLOMBIA,6
2018.0,ME,CZECH REPUBLIC,2
2018.0,ME,DENMARK,4
2018.0,ME,ECUADOR,1
2018.0,ME,FRANCE,9
2018.0,ME,GERMANY,5
2018.0,ME,GREAT BRITAIN,4
2018.0,ME,IRELAND,2
2018.0,ME,ITALY,13
2018.0,ME,KAZAKHSTAN,1
2018.0,ME,LATVIA,1
2018.0,ME,LUXEMBOURG,1
2018.0,ME,NETHERLANDS,10
2018.0,ME,NEW ZEALAND,1
2018.0,ME,NORWAY,2
2018.0,ME,POLAND,2
2018.0,ME,PORTUGAL,1
2018.0,ME,SLOVAKIA,1
2018.0,ME,SLOVENIA,3
2018.0,ME,SOUTH AFRICA,1
2018.0,ME,SPAIN,8
2018.0,ME,SWITZERLAND,1
2018.0,WE,AUSTRALIA,9
2018.0,WE,BELARUS,1
2018.0,WE,BELGIUM,6
2018.0,WE,CANADA,4
2018.0,WE,CUBA,1
2018.0,WE,DENMARK,4
2018.0,WE,FINLAND,1
2018.0,WE,FRANCE,6
2018.0,WE,GERMANY,5
2018.0,WE,GREAT BRITAIN,2
2018.0,WE,ITALY,13
2018.0,WE,KOREA,1
2018.0,WE,LITHUANIA,1
2018.0,WE,LUXEMBOURG,1
2018.0,WE,NETHERLANDS,20
2018.0,WE,NEW ZEALAND,2
2018.0,WE,NORWAY,1
2018.0,WE,POLAND,2
2018.0,WE,RUSSIAN FEDERATION,2
2018.0,WE,SLOVENIA,1
2018.0,WE,SOUTH AFRICA,1
2018.0,WE,SPAIN,4
2018.0,WE,SWEDEN,2
2018.0,WE,UNITED STATES OF AMERICA,8
2018.0,WE,UZBEKISTAN,1
2018.0,WE,VIETNAM,1
2019.0,ME,ALGERIA,1
2019.0,ME,AUSTRALIA,7
2019.0,ME,AUSTRIA,2
2019.0,ME,BELGIUM,15
2019.0,ME,CANADA,1
2019.0,ME,COLOMBIA,5
2019.0,ME,CZECH REPUBLIC,1
2019.0,ME,DENMARK,4
2019.0,ME,ECUADOR,1
2019.0,ME,FRANCE,13
2019.0,ME,GERMANY,5
2019.0,ME,GREAT BRITAIN,2
2019.0,ME,IRELAND,2
2019.0,ME,ITALY,11
2019.0,ME,KAZAKHSTAN,1
2019.0,ME,LUXEMBOURG,1
2019.0,ME,NETHERLANDS,8
2019.0,ME,NORWAY,2
2019.0,ME,POLAND,2
2019.0,ME,PORTUGAL,1
2019.0,ME,RUSSIAN FEDERATION,1
2019.0,ME,SLOVAKIA,1
2019.0,ME,SLOVENIA,3
2019.0,ME,SOUTH AFRICA,2
2019.0,ME,SPAIN,6
2019.0,ME,SWITZERLAND,2
2019.0,WE,AUSTRALIA,7
2019.0,WE,AUSTRIA,1
2019.0,WE,BELARUS,2
2019.0,WE,BELGIUM,3
2019.0,WE,CANADA,2
2019.0,WE,CHILE,1
2019.0,WE,COLOMBIA,1
2019.0,WE,COSTA RICA,1
2019.0,WE,CUBA,1
2019.0,WE,CYPRUS,1
2019.0,WE,CZECH REPUBLIC,1
2019.0,WE,DENMARK,3
2019.0,WE,ERITREA,1
2019.0,WE,FINLAND,1
2019.0,WE,FRANCE,4
2019.0,WE,GERMANY,6
2019.0,WE,GREAT BRITAIN,4
2019.0,WE,ISRAEL,1
2019.0,WE,ITALY,12
2019.0,WE,JAPAN,1
2019.0,WE,LITHUANIA,1
2019.0,WE,LUXEMBOURG,1
2019.0,WE,MEXICO,1
2019.0,WE,NAMIBIA,1
2019.0,WE,NETHERLANDS,12
2019.0,WE,NORWAY,3
2019.0,WE,PEOPLE'S REPUBLIC OF CHINA,1
2019.0,WE,POLAND,1
2019.0,WE,RUSSIAN FEDERATION,1
2019.0,WE,SLOVENIA,2
2019.0,WE,SOUTH AFRICA,2
2019.0,WE,SPAIN,5
2019.0,WE,SWEDEN,1
2019.0,WE,SWITZERLAND,1
2019.0,WE,THAILAND,1
2019.0,WE,TRINIDAD AND TOBAGO,1
2019.0,WE,UKRAINE,1
2019.0,WE,UNITED STATES OF AMERICA,9
2019.0,WE,UZBEKISTAN,1
